PolicyNo,PolicyHolderID,PolicyHolderName,InsuredID,InsuredName,InsuredDOB,PXIllness,Status,EffectiveDate,ExpiryDate,PremiumAmount,RiderPremiumAmount,OutstandingPremium,RiderOutstandingPremium,ProductCode,EntryDate,CommencementDate,ReinstatementDate,RiderEntryDate,RiderCommencementDate,RiderReinstatementDate,AllowAutoClaim,PolicyYearLimit,PolicyYearBalance,LifetimeLimit,LifetimeBalance,Rider,RiderPrdtCode
20745723,S2620083G,Grayson Booth,S6814847M,Mckayla Schroeder,7/11/1993,,1,10/1/2019,9/30/2020,48.6,92.52,0,0,PBB,10/1/2012,10/1/2012,,10/1/2012,10/1/2012,,Y,100000,100000,8999999488,8999999488,Y,PCRIC
20745885,S7889999J,Jonathan Beasley,S7915541C,Coleman Medina,1/19/1973,,1,8/1/2019,7/31/2020,88.79,0,0,0,PEA,8/1/2012,8/1/2013,,8/1/2012,8/1/2013,,Y,400000,400000,10000000,10000000,Y,PCRIC
20745977,S9937402R,Raven Benitez,S9937402R,Raven Benitez,8/20/1998,,1,8/1/2019,7/31/2020,88.79,0,0,0,PEA,8/1/2012,8/1/2012,,8/1/2012,8/1/2012,,Y,400000,400000,10000000,10000000,Y,PCRIC
20745978,S3734475T,Tania Hamilton,S0964367D,Dalton Garrison,1/28/1996,,1,10/1/2019,9/30/2020,95.33,0,0,0,PEA,10/1/2012,10/1/2012,,10/1/2012,10/1/2012,,Y,400000,400000,10000000,10000000,Y,PCRIC
20746457,S1238919J,Jayda Ali,S5308686C,Camryn Boyd,6/28/1970,,1,8/1/2019,7/31/2020,95.33,93.46,95.33,93.46,PEA,8/1/2012,8/1/2013,,8/1/2012,8/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20746602,S4850785W,Wyatt Davidson,S8162673P,Princess Stone,3/4/1978,,1,8/1/2019,7/31/2020,122.43,92.52,0,0,PEP,8/1/2012,8/1/2013,,8/1/2012,8/1/2013,,Y,600000,600000,10000000,10000000,Y,PCRIC
20746881,S0915288N,Nola Nixon,S2461141K,Korbin Juarez,5/31/1965,,1,10/1/2019,9/30/2020,124.3,80.37,0,0,PAA,10/1/2012,10/1/2012,,10/1/2012,10/1/2012,,Y,130000,130000,8999999488,8999999488,Y,PAAD
20746968,S6810070C,Cullen Acosta,S6810070C,Cullen Acosta,6/28/2006,,1,10/1/2019,9/30/2020,234.77,140.56,0,0,PEA,10/1/2012,10/1/2012,,10/1/2012,10/1/2012,,Y,400000,400000,10000000,10000000,Y,PEAD
20747382,S2893187B,Braxton Weeks,S1177640M,Madalynn Carr,4/25/1994,,1,10/1/2019,9/30/2020,65.42,92.52,0,0,PEB,10/1/2012,10/1/2013,,10/1/2012,10/1/2013,,Y,150000,150000,10000000,10000000,Y,PCRIC
20747664,S2285207J,Joselyn Haley,S2874834N,Natasha Conway,1/28/2002,,1,10/1/2019,9/30/2020,49.72,48.83,0,0,PEC,10/1/2012,10/1/2013,,10/1/2012,10/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20748248,S5513430A,Amiyah Baldwin,S2291120V,Vance Davies,6/19/2013,,1,10/1/2019,9/30/2020,132.71,92.52,0,0,PEP,10/1/2012,10/1/2013,,10/1/2012,10/1/2013,,Y,600000,600000,10000000,10000000,Y,PCRIC
20748439,S7498430K,Kianna Brown,S1216520I,Izabelle Moore,3/1/1983,Congenital heart disease,1,9/1/2019,8/31/2020,95.33,92.52,0,0,PEA,9/1/2012,9/1/2014,,9/1/2013,9/1/2014,,Y,400000,400000,10000000,10000000,Y,PCRIC
20748443,S4377945D,Duncan Leach,S5455740D,Dania Riddle,5/9/1989,,1,9/1/2019,8/31/2020,95.33,93.46,95.33,93.46,PEA,9/1/2012,9/1/2014,,9/1/2012,9/1/2014,,Y,400000,400000,10000000,10000000,Y,PEAD
20748469,S3813902Y,Yoselin Rollins,S2567411K,Kendal Humphrey,4/23/1983,,1,9/1/2019,8/31/2020,88.79,0,0,0,PEA,9/1/2012,9/1/2013,,9/1/2012,9/1/2013,,Y,400000,400000,10000000,10000000,Y,PCRIC
20748585,S8892643A,Ashley Knox,S9815995K,Kaiden Shaffer,6/16/1998,,1,11/1/2019,10/31/2020,58.88,51.4,0,0,PEC,11/1/2012,11/1/2012,,11/1/2012,11/1/2012,,Y,100000,100000,10000000,10000000,Y,PECD
20748651,S1295855B,Brianna Joyce,S2793628C,Camryn Bauer,5/31/1964,,1,11/1/2019,10/31/2020,95.33,93.46,0,0,PEA,11/1/2012,11/1/2014,,11/1/2012,11/1/2014,,Y,400000,400000,10000000,10000000,Y,PEAD
20748725,S1829895A,Alivia Lamb,S1205109D,Derick Wolfe,8/13/2004,,1,1/1/2020,12/31/2020,317.76,152.34,0,0,PEB,1/1/2013,1/1/2013,,1/1/2013,1/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20748738,S6308128M,Matteo Valdez,S8542782E,Evangeline Rocha,12/6/1987,,1,11/1/2019,10/31/2020,508.41,216.82,0,0,PEA,11/1/2012,11/1/2014,,11/1/2012,11/1/2014,,Y,400000,400000,10000000,10000000,Y,PEAD
20748739,S0149781R,Rory Anthony,S2857847L,Luna Gilmore,10/15/1975,,1,11/1/2019,10/31/2020,99.07,71.96,0,0,PEB,11/1/2012,11/1/2014,,11/1/2012,11/1/2014,,Y,150000,150000,10000000,10000000,Y,PEBD
20748764,S0420944R,Rowan Schultz,S2102787R,Rodrigo Willis,2/16/1965,,1,1/1/2020,12/31/2020,99.07,98.13,0,0,PEB,1/1/2013,1/1/2013,,1/1/2013,1/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBR
20748777,S6716694A,Adolfo Mann,S0779336T,Trevor Simpson,3/23/2012,,1,1/1/2020,12/31/2020,95.33,92.52,0,0,PEA,1/1/2012,1/1/2014,,1/1/2012,1/1/2014,,Y,400000,400000,10000000,10000000,Y,PCRIC
20748822,S0914720L,Layla Snyder,S0914720L,Layla Snyder,11/16/1959,,1,3/1/2020,2/28/2021,133.64,0,0,0,PCC,3/1/2013,3/1/2013,,,,,Y,70000,70000,350000,350000,N,
20748841,S2913465A,Andres Mathis,S2029336Q,Quinn Randall,7/26/2004,,1,2/1/2020,1/31/2021,385.05,303.74,0,0,PEP,2/1/2013,2/1/2013,,2/1/2013,2/1/2013,,Y,600000,600000,10000000,10000000,Y,PEPR
20748843,S1384484S,Stanley Humphrey,S6374735J,Jacey Cox,4/22/2001,,1,2/1/2020,1/31/2021,317.76,0,0,0,PEB,2/1/2012,2/1/2013,,,,,Y,150000,150000,10000000,10000000,N,
20748850,S7590351R,Ray Sawyer,S4386282K,Khloe Villanueva,11/9/1978,,1,1/1/2020,12/31/2020,82.24,73.83,0,0,PAA,1/1/2013,1/1/2013,,1/1/2013,1/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAD
20748851,S7427861H,Harmony Ross,S3554277S,Shayna Delacruz,4/23/2004,,1,3/1/2020,2/28/2021,48.6,52.34,0,0,PBB,1/1/2013,3/1/2013,,1/1/2013,3/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PBBD
20748854,S0058145K,Kayden Cooley,S2803240K,Kiera Estes,1/13/2007,,1,3/1/2020,2/28/2021,65.42,0,0,0,PEB,1/1/2013,3/1/2013,,,,,Y,600000,600000,10000000,10000000,N,
20748873,S0168144L,Leticia Jimenez,S4874449S,Sheldon Pittman,4/7/2008,,1,3/1/2020,2/28/2021,145.79,148.6,0,0,PEA,2/1/2013,3/1/2013,,2/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEAR
20748922,S7234177L,Lawson Fitzpatrick,S1566455M,Maddox Meadows,3/31/2006,Congenital heart disease,1,3/1/2020,2/28/2021,113.08,0,0,0,PCC,3/1/2012,3/1/2013,,,,,Y,100000,100000,350000,350000,N,
20748951,S0866720L,Landyn Shah,S3203733X,Xzavier Alvarez,6/15/1992,,1,3/1/2020,2/28/2021,82.24,92.52,0,0,PAA,1/1/2013,3/1/2013,,1/1/2013,3/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PCRIC
20749027,S4973557K,Kaleigh Matthews,S2768520G,Gordon Gross,7/7/1993,Congenital heart disease,1,3/1/2020,2/28/2021,48.6,92.52,48.6,5.39,PBB,1/1/2013,3/1/2013,,1/1/2013,3/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PCRIC
20749062,S3246132A,Addison Ford,S6103387D,Douglas Moss,3/26/1976,,1,1/1/2020,12/31/2020,431.78,172.9,0,0,PAA,1/1/2013,1/1/2013,,1/1/2013,1/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAD
20749084,S2243812V,Virginia Stein,S4678205K,Kadence Davenport,8/8/1950,,1,3/1/2020,2/28/2021,124.3,80.37,0,0,PAA,3/1/2012,3/1/2013,,3/1/2013,3/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAD
20749090,S9561809E,Emery Miranda,S9441069C,Carleigh Morse,3/19/2002,,1,3/1/2020,2/28/2021,431.78,172.9,0,0,PAA,3/1/2012,3/1/2013,,3/1/2013,3/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAD
20749092,S5250774L,Lily Saunders,S8357286J,Johnathan Benjamin,5/24/1953,,1,3/1/2020,2/28/2021,169.16,92.52,0,0,PEC,3/1/2012,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20749097,S5299777T,Talia Grant,S8930667A,Ashton Holland,3/16/2002,,1,3/1/2020,2/28/2021,259.81,140.19,0,0,PAA,3/1/2012,3/1/2012,,3/1/2012,3/1/2012,,Y,130000,130000,8999999488,8999999488,Y,PAAD
20749234,S0373971R,Reese Gould,S4256034B,Brooklynn Mcdaniel,12/6/2008,,1,1/1/2020,12/31/2020,169.16,0,0,0,PEC,1/1/2013,1/1/2014,,,,,Y,100000,100000,10000000,10000000,N,
20749237,S6333089G,Gilbert Prince,S2449827C,Chasity Hernandez,2/11/1960,Chronic renal disease,1,3/1/2020,2/28/2021,52.34,51.4,52.34,51.4,PEC,3/1/2012,3/1/2013,,3/1/2012,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20749238,S0953894T,Tommy Lutz,S2391491R,Ray Adams,9/1/1951,,1,1/1/2020,12/31/2020,95.33,93.46,0,0,PEA,1/1/2013,1/1/2013,,1/1/2013,1/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20749269,S1261558M,Marely Ross,S7991993K,Kaitlyn Harris,12/12/1991,,1,3/1/2020,2/28/2021,173.83,91.59,0,0,PEB,4/1/2012,3/1/2013,,4/1/2012,3/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PEBD
20749270,S0760772N,Noemi Huff,S6564154G,Gideon Maddox,10/30/1962,,1,3/1/2020,2/28/2021,195.33,110.28,0,0,PEA,12/1/2012,3/1/2013,,12/1/2012,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEAD
20749296,S8647223L,Livia Leach,S5100323E,Evie Phillips,3/30/1952,,1,5/1/2020,12/31/2020,95.33,93.46,0,0,PEA,1/1/2013,1/1/2013,,1/1/2013,1/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20749307,S1245711K,Kaleb Shannon,S1245711K,Kaleb Shannon,9/8/1986,,1,1/1/2020,12/31/2020,95.33,93.46,0,0,PEA,1/1/2013,1/1/2014,,1/1/2013,1/1/2014,,Y,400000,400000,10000000,10000000,Y,PEAD
20749314,S0773493E,Everett Bright,S5250043C,Charles Carroll,10/2/1998,,1,1/1/2020,12/31/2020,142.99,140.19,0,0,PEA,1/1/2013,1/1/2014,,1/1/2013,1/1/2014,,Y,400000,400000,10000000,10000000,Y,PEAD
20749347,S7468547K,Kareem Fuentes,S2477996J,Jacob Simon,10/7/1955,,1,3/1/2020,2/28/2021,317.76,209.35,317.76,209.35,PEB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBR
20749361,S9615959F,Fernando Powers,S1295683J,Jaylee Stark,6/21/1960,,1,1/1/2020,12/31/2020,62.15,46.73,62.15,46.73,PEB,1/1/2013,1/1/2014,,3/1/2014,1/1/2014,,Y,150000,150000,10000000,10000000,Y,PEBD
20749373,S1280114R,Riya Jones,S9314669G,Gisselle Farrell,1/18/1985,,1,1/1/2020,12/31/2020,95.33,0,0,0,PEA,1/1/2013,1/1/2014,,,,,Y,400000,400000,10000000,10000000,N,
20749374,S9922900M,Malia Werner,S8040239J,Jayden Massey,11/22/1965,,1,1/1/2020,12/31/2020,95.33,93.46,0,0,PEA,1/1/2013,1/1/2014,,1/1/2013,1/1/2014,,Y,400000,400000,10000000,10000000,Y,PEAD
20749375,S8246688B,Bo Newton,S5620839Z,Zayden Soto,4/3/1988,,1,1/1/2020,12/31/2020,95.33,0,0,0,PEA,1/1/2013,1/1/2014,,,,,Y,400000,400000,10000000,10000000,N,
20749413,S1412560K,Kaylin Summers,S8824412D,Dalia Strickland,8/30/1965,,1,3/1/2020,2/28/2021,3636.45,1444.86,3636.45,1444.86,PAA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,200000,200000,8999999488,8999999488,Y,PAAD
20749428,S2939406G,Geovanni Rivera,S2030972B,Brylee Arroyo,6/28/1977,,1,5/1/2020,4/30/2021,138.32,112.15,0,0,PEA,5/1/2013,5/1/2013,,5/1/2013,5/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20749431,S0079551L,Lola Wade,S0079551L,Lola Wade,6/26/1976,,1,1/1/2020,12/31/2020,465.42,193.46,0,0,PEA,1/1/2013,1/1/2014,,1/1/2013,1/1/2014,,Y,400000,400000,10000000,10000000,Y,PEAD
20749439,S8850104B,Barrett Knapp,S6739740C,Carina Allison,12/10/1999,,1,3/1/2020,2/28/2021,2086.92,585.05,0,0,PEC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20749440,S2398138K,Kelvin Patel,S8126328M,Maritza Sims,4/19/1992,,1,3/1/2020,2/28/2021,99.07,98.13,0,0,PAA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAD
20749449,S4086136J,John Mendez,S5344954A,Aaden Aguirre,8/31/2011,,1,3/1/2020,2/28/2021,115.89,108.41,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20749466,S0184319S,Sandra Hubbard,S3206991B,Brandon Young,6/25/2003,,1,3/1/2020,2/28/2021,1026.17,0,0,0,PEP,3/1/2013,3/1/2013,,,,,Y,600000,600000,10000000,10000000,N,
20749479,S1603883S,Santino Leonard,S4301518M,Mckenzie Durham,6/8/1968,,1,3/1/2020,2/28/2021,2254.21,800,0.01,0.01,PAA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAD
20749486,S7566511A,Aydan Baird,S1153336T,Tori Schroeder,8/21/2009,,1,3/1/2020,2/28/2021,204.67,121.5,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20749492,S3668418J,Jeremy Erickson,S1981576D,Delilah Hines,12/25/2000,,1,3/1/2020,2/28/2021,312.15,0,0,0,IFEC,3/1/2013,3/1/2013,,,,,Y,100000,100000,10000000,10000000,N,
20749494,S8136148J,Jaron Reese,S8136148J,Jaron Reese,1/10/1962,,1,3/1/2020,2/28/2021,1275.7,360.75,0,0,PEP,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,600000,600000,10000000,10000000,Y,PEPD
20749496,S0172555L,Londyn Charles,S0172555L,Londyn Charles,2/3/1985,,1,3/1/2020,2/28/2021,1382.24,500.93,0,0,PEC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20749502,S0035380V,Valentina Mann,S3917059Z,Zaniyah Golden,6/9/1961,,1,3/1/2020,2/28/2021,317.76,256.07,0,0,PEB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20749503,S6857040L,Leslie Harrington,S7892173R,Royce Weeks,11/8/1965,Congenital heart disease,1,3/1/2020,2/28/2021,2475.7,1291.59,-439.26,0,PEB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20749505,S3108497D,Dominique Ferguson,S2389294S,Sean Mcknight,12/11/1994,,1,3/1/2020,2/28/2021,3587.85,1435.51,3587.85,1435.51,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20749511,S9499297E,Edith Clayton,S4388317A,Aurora Lawson,3/19/1999,,1,3/1/2020,2/28/2021,91.59,74.77,0,0,PEB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20749514,S2216028A,Amber Harvey,S4177078K,Kelsey Cordova,4/3/1997,,1,3/1/2020,2/28/2021,112.15,92.52,0,0,IFEB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PCRIC
20749515,S3965176R,Rex Sutton,S2720672C,Cierra Donovan,8/27/1974,,1,3/1/2020,2/28/2021,152.34,0,0,0,PBB,3/1/2013,3/1/2013,,,,,Y,100000,100000,8999999488,8999999488,N,
20749516,S0189975J,Jayson Merritt,S6419579C,Christian Rocha,6/14/1995,,1,3/1/2020,2/28/2021,69.16,0,0,0,PEC,3/1/2013,3/1/2013,,,,,Y,100000,100000,10000000,10000000,N,
20749517,S1500655C,Colby Wells,S7426203E,Edgar Estrada,5/7/1975,,1,4/1/2020,3/31/2021,57.94,60.75,57.94,60.75,PCC,4/1/2013,4/1/2013,,4/1/2013,4/1/2013,,Y,70000,70000,350000,350000,Y,PCCR
20749520,S8729873S,Scarlett Rivera,S3293168C,Cristofer Herring,4/29/2004,,1,3/1/2020,2/28/2021,117.76,0,0,0,IFEC,3/1/2013,3/1/2013,,,,,Y,100000,100000,10000000,10000000,N,
20749522,S6022900E,Erick Donovan,S8843429K,Kyler Oconnell,9/11/1953,,1,3/1/2020,2/28/2021,91.59,74.77,0,0,PEB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20749529,S8781686N,Nicole Chase,S5071344D,Darryl Barr,5/14/1997,,1,3/1/2020,2/28/2021,4525.23,0,0,0,PPP,3/1/2013,3/1/2013,,,,,Y,260000,260000,8999999488,8999999488,N,
20749532,S4329177M,Mila Singleton,S7989674K,Kira Sweeney,11/7/1983,,1,3/1/2020,2/28/2021,2140.19,925.23,0,0,PEC,3/1/2013,3/1/2014,,3/1/2013,3/1/2014,,Y,100000,100000,10000000,10000000,Y,PECD
20749536,S3957290X,Xander Wade,S1170585R,Randall George,2/15/1977,,1,3/1/2020,2/28/2021,3405.61,0,0,0,PPP,3/1/2013,3/1/2013,,,,,Y,260000,260000,8999999488,8999999488,N,
20749538,S7027592A,Adonis Vance,S1974364A,Alejandra Quinn,1/22/1984,,1,3/1/2020,2/28/2021,158.88,131.78,0,0,PEB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBR
20749540,S1106391T,Tia Gamble,S0029238S,Shaylee Guzman,12/10/1974,,1,3/1/2020,2/28/2021,91.59,74.77,0,0,PEB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20749545,S9398269L,Liberty Savage,S1946338H,Hope Schaefer,7/7/1972,,1,3/1/2020,2/28/2021,839.25,0,0,0,PPP,3/1/2013,3/1/2013,,,,,Y,260000,260000,8999999488,8999999488,N,
20749552,S4577396R,Rebekah Bautista,S6819169B,Bethany Mcfarland,9/24/1987,,1,3/1/2020,2/28/2021,290.65,163.55,0,0,PBB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20749553,S2070898P,Presley Chan,S2616142A,Angela Alvarado,2/14/2007,,1,3/1/2020,2/28/2021,314.95,0,0,0,PPP,3/1/2013,3/1/2013,,,,,Y,260000,260000,8999999488,8999999488,N,
20749557,S8203951L,Lillianna Larsen,S4927813P,Paisley Peck,6/26/1994,,1,3/1/2020,2/28/2021,0,0,0,0,PEA,3/1/2013,3/1/2014,,3/1/2013,3/1/2014,,Y,400000,400000,10000000,10000000,Y,PEAD
20749558,S2744979C,Cameron Francis,S6789469E,Emmy Jefferson,1/15/2001,,1,3/1/2020,2/28/2021,182.24,154.21,0,0,PAA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAR
20749559,S6937425F,Fatima Aguirre,S4690187J,Jakayla Livingston,10/7/2007,,1,3/1/2020,2/28/2021,286.92,114.02,0,0,PBB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20749619,S6391645E,Esteban Brock,S2868294G,Gwendolyn Franco,10/8/1957,,1,3/1/2020,2/28/2021,2458.88,1140.19,0,0,PAA,3/1/2013,3/1/2014,,3/1/2013,3/1/2014,,Y,130000,130000,8999999488,8999999488,Y,PAAD
20749632,S3240930T,Tucker Herman,S3240930T,Tucker Herman,6/3/2007,,1,3/1/2020,2/28/2021,428.04,157.94,0,0,PBB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20749633,S7916291R,Ronan Villa,S0259187M,Matthias Lynch,12/5/1957,,1,3/1/2020,2/28/2021,3337.38,2827.1,0,0,PAA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAR
20749641,S2047768S,Shaniya Carr,S7317772J,Jaylen Beck,3/29/2009,,1,3/1/2020,3/31/2020,11.75,9.52,11.75,9.52,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20749671,S5061979T,Thaddeus Alvarado,S2293442K,Kailyn Rios,7/26/1966,,1,1/1/2020,12/31/2020,610.09,216.82,0,0,PEA,1/1/2012,1/1/2013,,1/1/2012,1/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20749673,S7080615V,Valentin Carson,S7112183K,Kenya Pollard,1/3/1983,,1,3/1/2020,2/28/2021,1114.02,391.59,0,0,PAA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAD
20749680,S6917542K,Kameron Ortiz,S5541259K,Khalil Reese,5/11/2001,,1,3/1/2020,2/28/2021,1636.45,575.7,0,0,PAA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAD
20749687,S7112898R,Ronan Herman,S0495696C,Chanel Watts,10/31/1979,,1,3/1/2020,2/28/2021,1642.06,555.14,0,0,PBB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20749697,S1909579D,Denzel Massey,S7442233E,Esther Robinson,1/8/2009,,1,3/1/2020,2/28/2021,2158.88,1052.34,0,0,PEC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20749698,S9286038M,Miley Larson,S0124578L,Levi Gallegos,9/20/1963,,1,3/1/2020,2/28/2021,99.07,98.13,0,0,PAA,12/1/2012,3/1/2013,,12/1/2012,3/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PAAD
20749702,S0562559D,Dwayne Giles,S0792833A,Alayna Mcbride,6/5/1969,,1,3/1/2020,2/28/2021,178.5,121.5,0,0,PAA,3/1/2012,3/1/2013,,3/1/2013,3/1/2013,,Y,130000,130000,550000,550000,Y,PAAD
20749703,S0986855S,Savion White,S0316822Z,Zane Roach,12/19/2005,,1,1/1/2015,7/11/2020,115.89,422.6,0,0,PEP,3/1/2012,3/1/2013,,12/4/2019,3/1/2013,,Y,130000,130000,550000,550000,Y,PEPD
20749723,S8075472C,Cody Tate,S3968269R,Reynaldo Sweeney,8/25/1979,,1,3/1/2020,2/28/2021,172.9,86.37,0,0,PAA,3/1/2013,3/1/2013,,4/1/2013,3/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAD
20749731,S2352970G,Gustavo Villarreal,S3032937J,Josue Hester,4/15/1994,,1,3/1/2020,2/28/2021,94.39,57.94,94.39,57.94,PEC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20749786,S2266619R,Riya Stone,S1147721F,Fernanda Clements,7/18/1954,,1,3/1/2020,2/28/2021,44.86,50.47,44.86,50.47,PCC,3/1/2012,3/1/2012,,3/1/2012,3/1/2012,,Y,70000,70000,350000,350000,Y,PCCR
20749795,S6124118Z,Zaniyah Baker,S6188645J,Junior Chandler,10/8/1967,,1,3/1/2020,11/30/2020,60.55,56.33,0,0,PBB,12/1/2012,3/1/2013,,12/1/2012,3/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PBBR
20749800,S3295590K,Kassidy Reynolds,S9900363T,Trinity Tyler,3/24/1961,,1,3/1/2020,2/28/2021,465.42,193.46,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20749812,S5501497B,Bryant Peters,S2815957P,Phoebe Ho,10/23/1952,,1,3/1/2020,2/28/2021,2158.88,1052.34,0,0,PEC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20749819,S0974617R,Rey Cuevas,S8464480H,Heath Wang,4/29/1994,,1,3/1/2020,2/28/2021,4931.75,3284.48,0,0,PEP,2/1/2013,2/1/2013,,2/1/2013,2/1/2013,,Y,600000,600000,10000000,10000000,Y,PEPR
20749845,S0238311O,Osvaldo Kim,S4223759H,Haylie Sweeney,4/14/1971,,1,4/1/2020,3/31/2021,169.16,0,0,0,PPP,4/1/2013,4/1/2013,,,,,Y,260000,260000,8999999488,8999999488,N,
20749859,S8550228M,Maya Vincent,S3228660R,Rory Ballard,5/24/1987,,1,3/1/2020,2/28/2021,2140.19,925.23,0,0,PEC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20749872,S6068013D,Damarion Hanson,S6666585R,Rodolfo Delacruz,2/17/2009,,1,3/1/2020,2/28/2021,52.34,51.4,0,0,PEC,3/1/2012,3/1/2012,,3/1/2012,3/1/2012,,Y,100000,100000,10000000,10000000,Y,PECD
20749885,S1073527C,Clare Ware,S1373537E,Ellis Grimes,7/16/2005,,1,3/1/2020,2/28/2021,3968.22,0,0,0,PPP,3/1/2012,3/1/2012,,,,,Y,260000,260000,8999999488,8999999488,N,
20749901,S9118589P,Payton Herrera,S6170991L,Lola Moss,4/28/1986,,1,3/1/2020,2/28/2021,138.32,137.38,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAR
20749906,S5255867M,Makai Mathis,S1155312K,Kristin Bell,12/25/1964,Fibrosis or cirrhosis of liver,1,3/1/2020,2/28/2021,115.89,108.41,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20749916,S0233700Z,Zion Ramos,S7227536K,Kimora Stout,11/20/1979,,1,3/1/2020,2/28/2021,85.05,0,0,0,IFEB,3/1/2012,3/1/2012,,,,,Y,150000,150000,10000000,10000000,N,
